Customer ID,Gender,Region,Town size,Age Groups,Education Level,Home ownership,Job category,Employment length,Retired,Annual Household income,Debt to income ratio,Marital status,Household size,Telecom provider tenure (in months),Telecom provider tenure (in years),Customer Tenure,Customer Activity,Voice service usage,Equipment monthly usage,Monthly data usage,Streaming hours,Plans,Number of Plans,Subscriptions,Number of subscriptions,Devices,Number of devices,Services,Number of services
8301-RODDKK-2SL,Female,Midwest,Medium,25 to 34,Post Secondary,Yes,Labor,2,No,20000,4.6,Married,5,15,1.25,Emerging,Moderate,16.8,32.2,0,20,"Family plan, Home internet plan",2,"Equipment, Video streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0
1562-OUZZYX-2AF,Male,Southwest,Medium,18 to 24,Post Secondary,No,Crafts,0,No,18000,2,Unmarried,4,5,0.416666667,Newcomer,Moderate,19.65,0,0,29,Home internet plan,1,No subscriptions,0,"Home computer, Smart device, Gaming console",3,No devices,0
8322-XUWDGZ-MFT,Male,Northeast,Mega-City,18 to 24,Post Secondary,Yes,Sales,1,No,46000,11.1,Married,5,39,3.25,Established,Moderate,15.15,29.2,33.6,17,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support",2
5693-OQEJZY-8GB,Female,Midwest,Medium,35 to 44,Post Secondary,Yes,Sales,1,No,44000,8.7,Unmarried,1,2,0.166666667,Newcomer,Low,7.95,19.5,0,17,"Family plan, Home internet plan",2,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0
7714-IEQKYN-V8X,Female,Southwest,Medium,35 to 44,Post Secondary,Yes,Sales,3,No,46000,5.2,Married,2,61,5.083333333,Veteran,Moderate,77.25,0,0,19,"International plan, Home internet plan",2,Financial News streaming,1,"Home computer, Smart home device",2,Virtual assistant service,1
1526-FUEFQG-I9O,Female,Southeast,Small,65 to 74,Post Secondary,Yes,Professional,22,Yes,39000,6.9,Unmarried,1,70,5.833333333,Veteran,Moderate,60.15,0,0,16,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Gaming console",2,No devices,0
2953-VVYPDC-1KL,Female,West Coast,Mega-City,45 to 54,Some High School,Yes,Professional,14,No,73000,5.1,Married,2,21,1.75,Emerging,Low,13.8,0,0,23,No plans,0,Video streaming,1,No devices,0,"Virtual assistant service, Cloud backup",2
1172-NLCGAD-404,Female,West Coast,Small,Over 75,Some High School,Yes,Labor,0,Yes,22000,6.2,Married,2,65,5.416666667,Veteran,Moderate,83.4,0,0,27,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
8212-FAMVHR-CVA,Male,Southeast,Extra Large,55 to 64,Post Secondary,No,Sales,6,No,39000,4.4,Married,2,2,0.166666667,Newcomer,Low,7.65,0,0,20,No plans,0,No subscriptions,0,"Smart device, Gaming console",2,No devices,0
7416-FVVGCM-GKF,Male,Southeast,Small,45 to 54,Post Secondary,No,Crafts,9,No,68000,3.6,Unmarried,1,43,3.583333333,Loyal,Moderate,27,0,0,24,Home internet plan,1,Financial News streaming,1,"Home computer, Smart device, Gaming console",3,No devices,0
6664-DBKIDC-ZBB,Female,Northeast,Small,55 to 64,Post Secondary,Yes,Crafts,36,No,283000,15.4,Unmarried,1,69,5.75,Veteran,Moderate,51.45,0,0,17,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
8754-ZYGJGX-J6Z,Female,Southeast,Small,18 to 24,Post Secondary,Yes,Sales,0,No,22000,7.1,Married,4,50,4.166666667,Loyal,Moderate,38.85,39.6,0,23,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service",2
4520-FSACMY-WGN,Male,Southeast,Small,35 to 44,Post Secondary,Yes,Service,10,No,168000,10.8,Unmarried,1,37,3.083333333,Established,Moderate,20.25,22.45,0,22,"Family plan, Home internet plan",2,"Equipment, Financial News streaming",2,"Home computer, Smart device",2,No devices,0
8751-OQXFAA-J60,,Southeast,Extra Large,18 to 24,Post Secondary,No,Service,0,No,15000,10.5,Unmarried,4,24,2,Emerging,Moderate,21,0,0,20,No plans,0,"Video streaming, Financial News streaming",2,Gaming console,1,No devices,0
9550-SLQHEY-UP0,Male,Southeast,Small,35 to 44,Post Secondary,Yes,Professional,5,No,45000,18.6,Married,4,35,2.916666667,Established,Moderate,21.15,0,0,15,Family plan,1,No subscriptions,0,Smart device,1,No devices,0
9231-CESRRQ-MPY,Male,Midwest,Large,18 to 24,Post Secondary,Yes,Professional,0,No,43000,4.9,Married,6,3,0.25,Newcomer,Moderate,10.65,27.25,34.7,27,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming",2,"Home computer, Smart device, Smart home device",3,"Virtual assistant service, Cloud backup",2
5382-ISEYFG-B07,Female,Southwest,Small,35 to 44,Post Secondary,Yes,Sales,1,No,69000,7.6,Unmarried,1,28,2.333333333,Established,Moderate,30.6,45.25,47.25,21,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"IoT device support, Virtual assistant service, Cloud backup",3
5469-SJIFZY-GHZ,Male,Midwest,Small,25 to 34,Post Secondary,Yes,Sales,0,No,29000,10.7,Unmarried,1,7,0.583333333,Newcomer,Low,10.65,0,0,11,No plans,0,No subscriptions,0,No devices,0,No devices,0
6264-AVAVJD-F9M,Male,Midwest,Large,35 to 44,Post Secondary,Yes,Crafts,13,No,50000,11.9,Married,6,22,1.833333333,Emerging,Moderate,22.2,0,0,14,International plan,1,"Video streaming, Mobile security",2,Smart device,1,"Virtual assistant service, Cloud backup",2
8199-UDDCJG-P7Y,Female,Southwest,Extra Large,55 to 64,Post Secondary,No,Crafts,16,No,252000,12.5,Married,4,49,4.083333333,Loyal,Moderate,37.35,0,40.6,21,"International plan, Wireless data plan, Family plan",3,"Video streaming, Financial News streaming, Mobile security",3,Home computer,1,"IoT device support, Virtual assistant",2
8094-POMFKA-KPO,Female,Southeast,Extra Large,35 to 44,Post Secondary,Yes,Service,5,No,19000,2.2,Unmarried,3,3,0.25,Newcomer,Low,6.3,0,0,17,No plans,0,No subscriptions,0,Home computer,1,No devices,0
0655-MCJJBZ-MPB,Male,Southwest,Extra Large,45 to 54,Post Secondary,No,Service,18,No,58000,4.4,Unmarried,2,53,4.416666667,Loyal,Moderate,58.05,0,0,20,International plan,1,Video streaming,1,Smart device,1,No devices,0
3273-ZWQAKA-NK6,Male,Midwest,Extra Large,18 to 24,Post Secondary,Yes,Sales,0,No,16000,17.4,Unmarried,1,4,0.333333333,Newcomer,Low,3.75,0,0,16,International plan,1,"Video streaming, Mobile security",2,Home computer,1,"Virtual assistant service, Cloud backup",2
2368-ELERHX-ZPY,Female,West Coast,Mega-City,35 to 44,Post Secondary,Yes,Labor,11,No,42000,7.6,Unmarried,2,9,0.75,Newcomer,Low,13.8,21.15,0,14,Home internet plan,1,Equipment,1,"Home computer, Smart device",2,No devices,0
8019-ZBQUWM-AIR,Female,West Coast,Small,55 to 64,Post Secondary,Yes,Service,21,No,224000,25.4,Married,4,11,0.916666667,Newcomer,Moderate,15.15,35.95,0,19,International plan,1,"Equipment, Video streaming, Financial News streaming, Mobile security",4,Smart home device,1,"Virtual assistant service, Cloud backup",2
5764-AJWNOD-ADR,Female,West Coast,Medium,35 to 44,Post Secondary,Yes,Service,6,No,60000,6.1,Married,3,45,3.75,Loyal,High,50.25,0,35.25,20,"International plan, Wireless data plan, Family plan",3,"Video streaming, Mobile security",2,"Home computer, Gaming console",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
5022-QONSSH-Q4O,Male,Southwest,Medium,35 to 44,Post Secondary,Yes,Sales,2,No,66000,15,Married,2,44,3.666666667,Loyal,Moderate,44.25,0,0,17,International plan,1,Financial News streaming,1,No devices,0,No devices,0
8639-PHNKZL-7YL,Male,Southwest,Small,Over 75,Post Secondary,Yes,Crafts,38,Yes,279000,4.3,Married,2,71,5.916666667,Veteran,High,115.5,69.1,91.25,20,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
6021-TJISRB-006,Male,Northeast,Medium,65 to 74,Some High School,No,Crafts,0,Yes,17000,5,Unmarried,1,64,5.333333333,Veteran,Moderate,74.25,0,0,22,International plan,1,Financial News streaming,1,No devices,0,No devices,0
0543-DOKJRU-CVO,Female,Southeast,Extra Large,35 to 44,Post Secondary,Yes,Sales,7,No,45000,18,Unmarried,3,58,4.833333333,Loyal,Moderate,33.15,43.25,31.8,24,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Mobile security",3,Home computer,1,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
6194-VNSVNZ-AEU,Female,Southeast,Medium,Over 75,Some High School,Yes,Professional,20,No,40000,18.6,Unmarried,1,57,4.75,Loyal,Moderate,54.15,0,0,28,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,Cloud backup,1
2565-FWQMNC-TT4,Male,Southeast,Medium,25 to 34,Post Secondary,Yes,Professional,3,No,19000,8.1,Married,2,30,2.5,Established,Moderate,16.35,0,0,17,No plans,0,Financial News streaming,1,Home computer,1,No devices,0
6872-CWSVSS-4W5,Female,Northeast,Medium,Over 75,Completed High School,Yes,Professional,16,No,78000,5.7,Unmarried,1,44,3.666666667,Loyal,Moderate,32.1,0,0,26,Home internet plan,1,"Video streaming, Financial News streaming",2,"Home computer, Smart device",2,No devices,0
8402-HZXJJU-CZ7,Male,Southwest,Large,55 to 64,Post Secondary,Yes,Professional,16,No,93000,11.9,Unmarried,1,51,4.25,Loyal,Moderate,24,0,0,30,"International plan, Family plan",2,Mobile security,1,"Home computer, Smart device, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service",3
8229-CFHJFZ-3CE,Male,Midwest,Medium,55 to 64,Completed High School,Yes,Sales,2,No,22000,14.3,Married,2,43,3.583333333,Loyal,Moderate,27.75,0,0,20,No plans,0,No subscriptions,0,Smart device,1,No devices,0
6461-NDNJRF-B65,Female,Northeast,Medium,55 to 64,Post Secondary,No,Service,18,No,55000,19.2,Unmarried,1,66,5.5,Veteran,Moderate,73.65,0,0,17,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,Smart device,1,"Virtual assistant service, Cloud backup",2
2630-QLWCTO-A9D,Male,Midwest,Mega-City,55 to 64,Post Secondary,Yes,Crafts,26,No,161000,6.2,Unmarried,1,54,4.5,Loyal,Moderate,49.35,29.9,0,18,"Family plan, Home internet plan",2,"Equipment, Video streaming, Financial News streaming",3,"Home computer, Smart device, Gaming console",3,Virtual assistant service,1
2836-TDELPI-OLZ,Female,Southwest,Mega-City,25 to 34,Post Secondary,No,Labor,0,No,25000,16.8,Married,3,43,3.583333333,Loyal,Moderate,38.1,0,0,18,"International plan, Family plan",2,No subscriptions,0,"Home computer, Gaming console",2,No devices,0
4780-YEKEWF-WAE,Female,Southwest,Extra Large,Over 75,Post Secondary,No,Professional,0,Yes,32000,24.1,Unmarried,1,66,5.5,Veteran,Moderate,34.95,37.8,0,23,"International plan, Family plan, Home internet plan",3,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0
0086-VMUGHD-VQ4,Male,Southwest,Extra Large,18 to 24,Post Secondary,Yes,Professional,0,No,19000,4.2,Unmarried,3,10,0.833333333,Newcomer,Moderate,7.65,0,0,19,"International plan, Family plan",2,Video streaming,1,No devices,0,Virtual assistant service,1
5059-SSEEHO-MPY,Female,West Coast,Mega-City,35 to 44,Completed High School,Yes,Service,18,No,58000,12.8,Married,3,45,3.75,Loyal,Moderate,51.9,0,0,12,International plan,1,Financial News streaming,1,No devices,0,No devices,0
4603-JLALMB-PV7,Male,Midwest,Large,25 to 34,Post Secondary,No,Crafts,2,No,25000,5.3,Married,4,14,1.166666667,Newcomer,Moderate,13.05,24.05,0,26,Home internet plan,1,Equipment,1,"Home computer, Smart device, Gaming console",3,Virtual assistant service,1
8552-PQDROY-KFW,Female,Southwest,Large,45 to 54,Completed High School,Yes,Sales,4,No,62000,0.6,Married,4,9,0.75,Newcomer,Moderate,20.4,0,0,18,International plan,1,Financial News streaming,1,Gaming console,1,No devices,0
3053-MAOKNV-JG7,Male,Southwest,Mega-City,65 to 74,Some High School,No,Crafts,44,Yes,22000,7.4,Unmarried,1,72,6,Veteran,Moderate,105.75,0,0,19,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
6276-FTSUTE-KD3,Female,Midwest,Small,25 to 34,Post Secondary,Yes,Service,2,No,66000,6.1,Unmarried,5,27,2.25,Established,Moderate,19.95,53.65,40.05,25,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Cloud backup",3
9139-PBOYPT-IOH,Male,Southwest,Small,18 to 24,Completed High School,Yes,Service,2,No,14000,8.6,Married,5,15,1.25,Emerging,Moderate,18.9,0,0,15,"International plan, Home internet plan",2,"Video streaming, Mobile security",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service, Cloud backup",3
1842-UZQXEJ-IH7,Female,Northeast,Large,65 to 74,Post Secondary,No,Professional,6,Yes,31000,13.2,Unmarried,1,31,2.583333333,Established,Moderate,30.6,0,0,23,"Family plan, Home internet plan",2,No subscriptions,0,"Home computer, Smart device",2,No devices,0
9879-IDPVNI-ISP,Female,West Coast,Small,25 to 34,Post Secondary,No,Crafts,6,No,37000,4.3,Unmarried,1,20,1.666666667,Emerging,Moderate,24.15,0,0,20,No plans,0,Mobile security,1,Smart device,1,No devices,0
3296-BHBGTB-IGY,Male,Northeast,Small,55 to 64,Post Secondary,Yes,Service,20,No,124000,19.5,Unmarried,1,72,6,Veteran,High,55.05,56.95,68.2,21,"International plan, Wireless data plan, Family plan",3,"Equipment, Video streaming, Financial News streaming, Mobile security",4,Home computer,1,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
1753-NUYMQC-C28,Female,Southeast,Extra Large,25 to 34,Completed High School,No,Professional,1,No,29000,1,Married,4,59,4.916666667,Loyal,Moderate,32.4,0,0,11,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
7870-JCNOTH-I06,Male,Northeast,Extra Large,25 to 34,Some High School,Yes,Crafts,8,No,22000,16.2,Unmarried,3,32,2.666666667,Established,Moderate,29.7,0,0,18,International plan,1,No subscriptions,0,Gaming console,1,Cloud backup,1
1543-YZTNSD-L60,Male,Southeast,Small,Over 75,Some High School,No,Labor,35,Yes,13000,19.8,Unmarried,1,71,5.916666667,Veteran,Moderate,73.35,0,0,21,International plan,1,"Video streaming, Financial News streaming",2,No devices,0,No devices,0
3664-BLRUZH-TSB,Female,Northeast,Medium,18 to 24,Post Secondary,Yes,Professional,0,No,23000,2.2,Unmarried,2,11,0.916666667,Newcomer,Moderate,8.55,40.35,37.35,21,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"IoT device support, Virtual assistant service, Cloud backup",3
1718-SZYBWH-T7Z,Female,Midwest,Mega-City,25 to 34,Post Secondary,Yes,Professional,5,No,23000,33.4,Married,4,39,3.25,Established,Moderate,22.5,0,0,23,Home internet plan,1,No subscriptions,0,"Home computer, Smart device, Gaming console",3,No devices,0
0290-YJPOKT-GVX,Female,West Coast,Mega-City,55 to 64,Post Secondary,Yes,Sales,5,No,48000,8.3,Married,2,42,3.5,Established,Moderate,26.1,0,0,22,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
7936-SDSWCJ-GJA,Male,Southwest,Mega-City,45 to 54,Some High School,Yes,Sales,4,No,25000,4.8,Married,4,57,4.75,Loyal,Moderate,32.25,0,0,17,International plan,1,Financial News streaming,1,No devices,0,No devices,0
7765-YLXIJG-P8K,Female,Southwest,Mega-City,35 to 44,Some High School,No,Sales,3,No,36000,14.4,Unmarried,1,17,1.416666667,Emerging,Low,9.9,20.4,0,20,No plans,0,Equipment,1,Home computer,1,No devices,0
4483-YICDMQ-5BP,Male,Southeast,Extra Large,18 to 24,Post Secondary,Yes,Professional,0,No,41000,8,Married,4,12,1,Newcomer,Low,12.6,0,0,16,International plan,1,No subscriptions,0,No devices,0,No devices,0
4836-LAAOMK-Z6P,Female,Midwest,Extra Large,18 to 24,Post Secondary,Yes,Sales,1,No,25000,17.2,Married,4,42,3.5,Established,Moderate,44.25,35.65,0,22,"Family plan, Home internet plan",2,"Equipment, Video streaming",2,"Home computer, Smart device, Gaming console",3,Cloud storage,1
0720-ILVWYZ-PLF,Female,Northeast,Small,25 to 34,Post Secondary,Yes,Professional,1,No,42000,24.7,Unmarried,2,20,1.666666667,Emerging,Moderate,11.85,0,0,25,"International plan, Home internet plan",2,No subscriptions,0,"Home computer, Smart device, Gaming console",3,IoT device support,1
2056-QRYERZ-MQ5,Male,Southeast,Mega-City,55 to 64,Post Secondary,Yes,Professional,4,No,57000,7.7,Married,2,36,3,Established,Moderate,33.6,0,29.4,13,"International plan, Wireless data plan",2,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"IoT device support, Virtual assistant service, Cloud backup",3
2485-GZOUWR-5V2,Female,Northeast,Medium,18 to 24,Post Secondary,Yes,Sales,0,No,22000,3.2,Unmarried,2,11,0.916666667,Newcomer,Low,7.65,0,0,19,No plans,0,Financial News streaming,1,No devices,0,No devices,0
2683-DBNVBL-NWC,Female,Northeast,Small,65 to 74,Post Secondary,Yes,Professional,14,Yes,10000,3.9,Married,2,34,2.833333333,Established,Moderate,27.6,0,0,27,Home internet plan,1,Mobile security,1,Home computer,1,Virtual assistant service,1
7355-UODSBR-6W5,Female,Southwest,Extra Large,35 to 44,Post Secondary,Yes,Sales,3,No,88000,6.4,Married,2,43,3.583333333,Loyal,Moderate,31.2,48.2,53.55,20,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
6100-RHTRZH-W99,Female,Northeast,Small,45 to 54,Some High School,No,Service,12,No,67000,23.2,Unmarried,1,43,3.583333333,Loyal,Moderate,22.35,0,0,21,International plan,1,Financial News streaming,1,No devices,0,No devices,0
8680-CAWJBT-YV6,,Southwest,Small,65 to 74,Post Secondary,Yes,Sales,6,Yes,16000,33.8,Married,3,61,5.083333333,Veteran,Moderate,66.75,0,0,12,"International plan, Family plan",2,"Video streaming, Mobile security",2,Gaming console,1,"Virtual assistant service, Cloud backup",2
8056-NQNZGC-J01,Male,Southwest,Large,45 to 54,Completed High School,No,Sales,3,No,50000,2.3,Married,4,7,0.583333333,Newcomer,Low,8.7,0,0,21,No plans,0,Financial News streaming,1,No devices,0,No devices,0
4912-DJHONI-IRD,Male,Midwest,Extra Large,65 to 74,Some High School,Yes,Professional,8,No,57000,11,Married,2,48,4,Loyal,Moderate,48,0,0,21,International plan,1,No subscriptions,0,No devices,0,Virtual assistant service,1
1939-FFNTHQ-TG5,Female,Midwest,Small,25 to 34,Post Secondary,Yes,Sales,1,No,45000,4.4,Unmarried,1,27,2.25,Established,Moderate,28.8,0,0,27,No plans,0,Mobile security,1,"Home computer, Gaming console",2,Cloud backup,1
1500-WZPUFV-C19,Male,Southeast,Small,35 to 44,Post Secondary,Yes,Crafts,10,No,51000,15.4,Unmarried,1,32,2.666666667,Established,Moderate,37.8,0,0,25,International plan,1,"Video streaming, Mobile security",2,Smart home device,1,"Cloud storage, Virtual assistant service, Cloud backup",3
3486-QSUKNP-SMJ,Male,Northeast,Small,45 to 54,Post Secondary,Yes,Professional,9,No,82000,6.5,Married,2,18,1.5,Emerging,Moderate,18.45,37.9,26.85,20,"International plan, Wireless data plan, Family plan, Home internet plan",4,Equipment,1,"Home computer, Smart device, Gaming console",3,"IoT device support, Cloud backup",2
5159-THPMDO-NUS,Female,Northeast,Small,35 to 44,Post Secondary,Yes,Sales,1,No,35000,16,Unmarried,3,23,1.916666667,Emerging,Moderate,27.15,33.95,0,16,"Family plan, Home internet plan",2,"Equipment, Video streaming, Mobile security",3,"Home computer, Gaming console",2,No devices,0
4014-VBNRDY-ALW,Male,Northeast,Small,18 to 24,Post Secondary,Yes,Sales,0,No,48000,5.7,Unmarried,1,4,0.333333333,Newcomer,Low,8.7,0,0,17,International plan,1,"Video streaming, Smart home monitoring, Mobile security",3,"Smart device, Smart home device",2,"Cloud storage, Virtual assistant service, Cloud backup",3
4302-GUZPUB-8Z0,Female,Southeast,Medium,55 to 64,Post Secondary,No,Professional,18,No,82000,5.5,Married,2,60,5,Loyal,High,92.85,42.65,45.1,17,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
9135-DNNOYH-BU8,Male,Southeast,Small,35 to 44,Post Secondary,Yes,Service,7,No,59000,8.9,Married,4,20,1.666666667,Emerging,Moderate,29.55,36.9,0,20,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,Cloud backup,1
2654-URCDHG-QT8,Female,Southeast,Medium,45 to 54,Post Secondary,Yes,Service,20,No,133000,8.5,Married,2,58,4.833333333,Loyal,Moderate,68.1,0,0,23,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Cloud storage, Virtual assistant service, Cloud backup",3
7860-CUKYPE-ZLS,Male,Southeast,Small,35 to 44,Post Secondary,Yes,Service,11,No,36000,13.1,Unmarried,1,43,3.583333333,Loyal,Moderate,32.4,38.8,30.9,26,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0
5676-ZCWWCJ-RWG,Male,Southeast,Medium,35 to 44,Post Secondary,Yes,Sales,4,No,24000,15.6,Unmarried,1,15,1.25,Emerging,Moderate,19.5,35.95,34.6,14,"International plan, Wireless data plan, Family plan, Home internet plan",4,Equipment,1,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service, Cloud backup",3
8152-FELMGR-C69,Female,Southeast,Large,18 to 24,Post Secondary,No,Sales,0,No,23000,38.2,Married,6,32,2.666666667,Established,Moderate,16.65,32.75,0,18,Home internet plan,1,"Equipment, Financial News streaming",2,"Home computer, Gaming console",2,No devices,0
0890-ZDDWQO-9XU,Female,Southwest,Medium,25 to 34,Post Secondary,No,Sales,1,No,45000,9.2,Married,4,26,2.166666667,Established,Moderate,29.7,0,0,24,No plans,0,"Video streaming, Mobile security",2,Smart device,1,Cloud backup,1
0535-BTBVCI-2I2,Female,Northeast,Extra Large,25 to 34,Post Secondary,Yes,Crafts,0,No,40000,8,Married,5,5,0.416666667,Newcomer,Moderate,18.9,28.45,0,14,Home internet plan,1,Equipment,1,"Home computer, Smart device, Gaming console",3,Cloud storage,1
1228-QERHZX-R5A,Male,West Coast,Extra Large,25 to 34,Post Secondary,Yes,Service,4,No,42000,5.7,Married,5,44,3.666666667,Loyal,Moderate,27.3,52.65,57.2,16,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
3868-FPFRLD-YYD,Male,Midwest,Large,Over 75,No High School,Yes,Professional,12,No,34000,6.8,Married,2,72,6,Veteran,Moderate,243.15,0,0,16,"International plan, Family plan",2,Financial News streaming,1,No devices,0,Virtual assistant service,1
1137-EICIKJ-1B2,Female,Midwest,Small,35 to 44,Post Secondary,Yes,Crafts,8,No,34000,2.6,Unmarried,1,7,0.583333333,Newcomer,Moderate,10.8,0,0,19,International plan,1,"Financial News streaming, Mobile security",2,No devices,0,"Cloud storage, Virtual assistant service, Cloud backup",3
0206-XOPTXB-VSG,Female,Northeast,Small,55 to 64,Some High School,Yes,Professional,9,Yes,14000,20.1,Married,2,69,5.75,Veteran,Moderate,80.7,0,0,18,International plan,1,Financial News streaming,1,No devices,0,No devices,0
8089-LRMYSL-V0D,Female,Northeast,Small,25 to 34,Post Secondary,Yes,Sales,2,No,25000,3,Unmarried,2,3,0.25,Newcomer,Moderate,8.55,0,18.75,21,"Wireless data plan, Home internet plan",2,No subscriptions,0,"Home computer, Smart device, Gaming console",3,Cloud storage,1
0827-TORUXF-QKV,Male,Midwest,Extra Large,18 to 24,Post Secondary,Yes,Agriculture,0,No,23000,9.4,Unmarried,1,20,1.666666667,Emerging,Moderate,22.65,36.6,22.5,13,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console, Smart home device",4,Cloud backup,1
6455-AFPJKM-U2Q,Male,Southwest,Small,55 to 64,Post Secondary,No,Professional,6,No,55000,15.3,Married,2,70,5.833333333,Veteran,High,69.9,50.7,50.8,20,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
2445-UMQEJQ-FSW,Female,Southeast,Small,65 to 74,Completed High School,No,Service,38,Yes,79000,7.5,Unmarried,1,71,5.916666667,Veteran,Moderate,105.9,0,0,21,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2
6745-DRHAFX-2OY,Male,Northeast,Small,Over 75,Post Secondary,Yes,Agriculture,37,Yes,32000,2.5,Unmarried,1,61,5.083333333,Veteran,Moderate,36.15,32.2,0,18,"International plan, Family plan, Home internet plan",3,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0
3129-DIQWPF-FQ7,Female,Southeast,Medium,55 to 64,Some High School,No,Crafts,25,No,86000,2.1,Unmarried,1,41,3.416666667,Established,Moderate,18.75,0,0,23,International plan,1,Financial News streaming,1,Smart device,1,No devices,0
0612-AVLPOY-PHN,Male,Northeast,Small,Over 75,Post Secondary,No,Sales,5,Yes,9000,18.3,Married,2,59,4.916666667,Loyal,Moderate,55.65,34.05,0,22,"International plan, Family plan, Home internet plan",3,"Equipment, Mobile security",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, Cloud backup",2
6061-UNBRFN-IJ4,Female,Southwest,Extra Large,45 to 54,Post Secondary,Yes,Service,20,No,158000,17.1,Unmarried,1,35,2.916666667,Established,Moderate,23.85,0,0,30,"International plan, Family plan",2,Financial News streaming,1,No devices,0,No devices,0
8192-KGIWOD-9EL,Female,West Coast,Extra Large,25 to 34,Completed High School,Yes,Labor,4,No,22000,1.9,Married,5,33,2.75,Established,Moderate,52.65,0,0,18,No plans,0,No subscriptions,0,Gaming console,1,Cloud backup,1
9394-RHYZUA-QZ2,Female,Northeast,Large,65 to 74,Post Secondary,No,Sales,11,Yes,9000,16.9,Married,2,24,2,Emerging,Low,11.1,28.7,0,0,Home internet plan,1,Equipment,1,Home computer,1,No devices,0
