Customer ID,Gender,Region,Town size,Age Groups,Education Level,Home ownership,Job category,Employment length,Retired,Annual Household income,Debt to income ratio,Marital status,Household size,Telecom provider tenure (in months),Telecom provider tenure (in years),Customer Tenure,Voice service usage,Voice Service Groups,Equipment monthly usage,Monthly data usage,Data Usage Groups,Streaming hours,Streaming Groups,Plans,Number of Plans,Subscriptions,Number of subscriptions,Devices,Number of devices,Services,Number of services,CARTsegments,kmeans_segment,Customer Activity
6817-VAWTEI-B1W,Male,West Coast,Large,65 to 74,No High School,Yes,Crafts,43,Yes,121000,4.5,Unmarried,1,72,6,Veteran,208.35,High,0,0,None,18,Moderate,"International plan, Family plan, Home internet plan",3,"Smart home monitoring, Financial News streaming, Mobile Security",3,Home computer,1,No devices,0,8,5,Moderate
4223-KPOZJK-90G,Female,Northeast,Small,55 to 64,Some High School,No,Professional,12,No,62000,10,Unmarried,1,69,5.75,Veteran,83.25,High,0,0,None,24,Moderate,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,No devices,0,8,2,Moderate
5108-UHKJMO-ZYU,Female,Northeast,Medium,55 to 64,Some High School,Yes,Sales,2,No,72000,4.5,Unmarried,2,61,5.083333333,Veteran,25.8,Low,0,32.2,Moderate,29,Moderate,"International plan, Wireless data plan, Family plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device",2,"Virtual assistant service, Cloud backup",2,3,6,Moderate
7894-IUDVPG-NCY,Male,Southwest,Medium,55 to 64,Some High School,Yes,Labor,27,Yes,11000,12.9,Unmarried,1,69,5.75,Veteran,113.55,High,0,0,None,25,Moderate,"International plan, Family plan",2,Financial News streaming,1,No devices,0,No devices,0,8,2,Moderate
5900-ZDZOTK-CHH,Female,Northeast,Small,35 to 44,Post Secondary,Yes,Sales,3,No,42000,13.4,Unmarried,1,35,2.916666667,Established,15.3,Low,30.7,0,None,21,Moderate,Home internet plan,1,"Equipment, Mobile security",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support",2,3,4,Low
3669-VGOBHX-TBH,Female,West Coast,Extra Large,45 to 54,Post Secondary,Yes,Professional,7,No,46000,13.4,Married,3,45,3.75,Loyal,34.65,Moderate,26.55,0,None,22,Moderate,Family plan,1,"Equipment, Video streaming, Financial News streaming",3,"Home computer, Smart device, Gaming console",3,No devices,0,5,4,Moderate
6354-YEDPOQ-U8E,Male,Northeast,Small,Over 75,Completed High School,No,Service,29,Yes,23000,6.4,Unmarried,2,67,5.583333333,Veteran,71.85,High,0,0,None,21,Moderate,"International plan, Family plan",2,Financial News streaming,1,No devices,0,Virtual assistant service,1,7,2,Moderate
0904-SOEITG-6WZ,Male,West Coast,Medium,45 to 54,Post Secondary,Yes,Crafts,19,No,90000,10.6,Married,6,37,3.083333333,Established,32.4,Moderate,0,47.8,Moderate,22,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Mobile security",2,"Home computer, Smart device, Gaming console, Smart home device",4,"IoT device support, Virtual assistant service, Cloud backup",3,5,6,Moderate
7711-OLTGIS-BYZ,Male,Southeast,Medium,45 to 54,Post Secondary,Yes,Sales,1,No,36000,1.5,Married,2,29,2.416666667,Established,21.6,Low,47.55,46,Moderate,15,Low,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, Virtual assistant service, Cloud backup",3,3,6,Low
3486-HOBUSQ-XYJ,Female,Southwest,Large,45 to 54,Post Secondary,No,Professional,8,No,40000,8.3,Unmarried,1,13,1.083333333,Newcomer,9.3,Low,0,24.6,Low,23,Moderate,"International plan, Wireless data plan",2,"Video streaming, Mobile security",2,"Home computer, Smart home device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,1,3,Low
8681-LQUWES-XE6,Female,West Coast,Mega-City,Over 75,Some High School,Yes,Professional,13,Yes,27000,10.9,Married,2,69,5.75,Veteran,56.85,High,0,0,None,23,Moderate,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Smart device",2,No devices,0,7,2,Moderate
4031-LLUZAE-T5B,Female,Southwest,Extra Large,35 to 44,Post Secondary,Yes,Professional,9,No,102000,7.1,Married,2,61,5.083333333,Veteran,38.7,Moderate,0,0,None,17,Low,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,Gaming console,1,"Virtual assistant service, Cloud backup",2,5,2,Low
5911-YIEHQT-M14,Female,Northeast,Medium,Over 75,Post Secondary,Yes,Professional,11,No,32000,3.5,Unmarried,1,65,5.416666667,Veteran,38.55,Moderate,47.8,37.35,Moderate,29,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Gaming console, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,6,Moderate
4821-QWICIL-3O3,Male,Midwest,Medium,25 to 34,Post Secondary,Yes,Sales,0,No,25000,10.8,Married,2,15,1.25,Emerging,12.6,Low,28.55,17.55,Low,21,Moderate,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console, Smart home device",4,Cloud storage,1,1,3,Low
8028-XWQEYK-KQQ,Male,West Coast,Medium,65 to 74,Post Secondary,Yes,Crafts,28,Yes,12000,9.6,Married,2,69,5.75,Veteran,32.1,Moderate,0,41.4,Moderate,15,Low,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Gaming console",2,"Cloud storage, Virtual assistant service, Cloud backup",3,5,6,Moderate
5187-MBJCOX-L7K,Male,Southwest,Large,18 to 24,Post Secondary,Yes,Sales,0,No,17000,4.3,Married,3,9,0.75,Newcomer,40.95,Moderate,0,0,None,26,Moderate,International plan,1,No subscriptions,0,Gaming console,1,No devices,0,5,1,Moderate
2482-PRCWXB-GKH,Male,Southwest,Small,55 to 64,Post Secondary,No,Service,20,No,168000,13.7,Unmarried,1,52,4.333333333,Loyal,16.65,Low,0,0,None,18,Moderate,"International plan, Family plan",2,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2,3,2,Low
2131-MLWCNY-N3Z,Male,Southeast,Mega-City,45 to 54,Some High School,Yes,Sales,9,No,31000,5.6,Unmarried,2,57,4.75,Loyal,52.05,Moderate,0,0,None,20,Moderate,International plan,1,Financial News streaming,1,No devices,0,No devices,0,6,2,Moderate
4649-XQIERQ-NX3,Male,West Coast,Mega-City,25 to 34,Some High School,Yes,Professional,5,No,30000,9.4,Unmarried,2,25,2.083333333,Established,15.3,Low,0,0,None,24,Moderate,International plan,1,Video streaming,1,Home computer,1,Virtual assistant service,1,3,1,Low
8612-LRUHOZ-UB7,Female,Midwest,Mega-City,25 to 34,Completed High School,No,Sales,2,No,35000,10.4,Married,2,17,1.416666667,Emerging,12.9,Low,0,22.5,Low,11,Low,"International plan, Wireless data plan, Family plan",3,"Video streaming, Mobile security",2,"Smart device, Gaming console",2,"Virtual assistant service, Cloud backup",2,1,3,Low
4610-AQKNEI-8SL,Male,Northeast,Small,55 to 64,Some High School,Yes,Sales,13,No,70000,8.4,Unmarried,1,22,1.833333333,Emerging,36,Moderate,47.35,56.55,High,28,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,6,Moderate
8163-YIYWHC-E4Q,Female,Northeast,Medium,25 to 34,Post Secondary,Yes,Sales,0,No,31000,2.8,Married,4,13,1.083333333,Newcomer,44.7,Moderate,41.4,34.3,Moderate,24,Moderate,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,6,3,Moderate
2384-IAMKEU-IE6,Female,West Coast,Mega-City,18 to 24,Completed High School,Yes,Sales,0,No,22000,6.6,Unmarried,2,4,0.333333333,Newcomer,11.85,Low,0,0,None,29,Moderate,"International plan, Home internet plan",2,No subscriptions,0,"Home computer, Smart device",2,No devices,0,1,4,Low
6192-FFWPIK-4XF,Female,Southwest,Medium,35 to 44,Post Secondary,No,Professional,5,No,29000,5.4,Unmarried,1,32,2.666666667,Established,29.85,Moderate,0,29.3,Moderate,22,Moderate,"International plan, Wireless data plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart home device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,3,Moderate
3119-TNKOXG-00O,Male,Southwest,Large,35 to 44,Completed High School,Yes,Professional,4,No,36000,5,Married,4,32,2.666666667,Established,25.65,Low,0,0,None,18,Moderate,No plans,0,Financial News streaming,1,"Home computer, Gaming console",2,No devices,0,2,1,Low
9827-KTWUYN-E41,Female,Midwest,Mega-City,55 to 64,Some High School,No,Professional,22,No,135000,5.6,Unmarried,1,48,4,Loyal,33.3,Moderate,0,0,None,26,Moderate,International plan,1,Financial News streaming,1,No devices,0,Virtual assistant service,1,5,1,Moderate
8897-LGRDDL-815,Female,West Coast,Mega-City,55 to 64,Post Secondary,Yes,Sales,11,Yes,9000,14.6,Unmarried,1,58,4.833333333,Loyal,57.75,High,34.8,0,None,19,Moderate,"International plan, Family plan",2,"Equipment, Smart home monitoring, Financial News streaming",3,Gaming console,1,No devices,0,7,2,Moderate
0426-XJDJWQ-I5M,Male,Southeast,Extra Large,Over 75,Post Secondary,Yes,Sales,2,Yes,24000,14.2,Married,2,23,1.916666667,Emerging,28.65,Moderate,0,0,None,24,Moderate,"International plan, Family plan, Home internet plan",3,"Video streaming, Mobile security",2,Home computer,1,"Cloud storage, Virtual assistant service",2,5,4,Moderate
1580-BDVEHG-V4S,Female,Southwest,Large,65 to 74,Post Secondary,No,Sales,7,No,24000,12.7,Married,4,35,2.916666667,Established,39.15,Moderate,0,0,None,17,Low,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0,5,4,Low
0638-VOSAQV-G80,Female,Midwest,Extra Large,Over 75,Some High School,Yes,Service,29,No,131000,7.2,Unmarried,1,72,6,Veteran,152.1,High,0,0,None,26,Moderate,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,No devices,0,8,5,Moderate
4166-MFJSXA-T7W,Female,Midwest,Medium,55 to 64,Post Secondary,Yes,Crafts,24,No,296000,12.2,Unmarried,3,46,3.833333333,Loyal,52.35,Moderate,0,0,None,23,Moderate,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Smart device, Smart home device",3,Virtual assistant service,1,6,4,Moderate
0865-TGCVLT-KUD,Male,West Coast,Extra Large,55 to 64,Post Secondary,No,Sales,1,Yes,9000,3,Married,2,62,5.166666667,Veteran,40.95,Moderate,0,0,None,31,High,"International plan, Family plan",2,Financial News streaming,1,Home computer,1,No devices,0,5,2,Moderate
9514-WIXQQL-ABO,Female,Midwest,Large,25 to 34,Post Secondary,Yes,Agriculture,6,No,63000,5.8,Unmarried,1,2,0.166666667,Newcomer,4.65,Low,28.15,17.9,Low,26,Moderate,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console",3,IoT device support,1,1,4,Low
8861-DDLBCY-RNJ,Male,Southeast,Medium,25 to 34,Post Secondary,Yes,Service,0,No,53000,2.6,Married,4,4,0.333333333,Newcomer,13.05,Low,39.95,45.05,Moderate,23,Moderate,"Wireless data plan, Home internet plan",2,"Equipment, Mobile security",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service, Cloud backup",3,1,3,Moderate
6592-EUPEXN-QJ7,Female,Northeast,Medium,35 to 44,Completed High School,No,Sales,5,No,21000,23.6,Married,4,66,5.5,Veteran,58.35,High,0,35.85,Moderate,20,Moderate,"International plan, Wireless data plan",2,"Video streaming, Financial News streaming, Mobile security",3,"Gaming console, Smart home device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,7,6,Moderate
9910-GXMLHA-13C,Female,Southwest,Medium,55 to 64,Post Secondary,Yes,Labor,26,Yes,38000,3.6,Married,2,71,5.916666667,Veteran,61.2,High,0,0,None,25,Moderate,"International plan, Family plan, Home internet plan",3,"Video streaming, Smart home monitoring, Financial News streaming, Mobile security",4,"Home computer, Smart device",2,"Virtual assistant service, Cloud backup",2,7,2,Moderate
6772-ZVVRDK-NX4,Female,Northeast,Small,25 to 34,Post Secondary,Yes,Labor,5,No,21000,11.8,Unmarried,1,19,1.583333333,Emerging,19.65,Low,0,0,None,21,Moderate,International plan,1,Video streaming,1,"Smart device, Gaming console",2,No devices,0,3,4,Low
6299-IMFAQU-EAQ,Female,West Coast,Mega-City,25 to 34,Post Secondary,No,Sales,1,No,21000,14.3,Unmarried,1,21,1.75,Emerging,5.85,Low,28.3,22.4,Low,20,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console, Smart home device",4,No devices,0,1,3,Low
4922-CZOOJF-PSK,Male,Southwest,Medium,35 to 44,Post Secondary,Yes,Professional,4,No,55000,5.3,Married,4,25,2.083333333,Established,19.95,Low,0,34.45,Moderate,21,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Moderate
6670-RHMWYQ-KNJ,Female,Southwest,Medium,Over 75,Post Secondary,Yes,Sales,7,Yes,11000,15.9,Unmarried,1,68,5.666666667,Veteran,42.9,Moderate,0,0,None,13,Low,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Gaming console, Smart home device",3,Cloud backup,1,5,2,Low
6590-SDFAWO-HEY,Female,Northeast,Small,55 to 64,Post Secondary,No,Sales,5,No,44000,17.9,Unmarried,1,8,0.666666667,Newcomer,9.15,Low,0,0,None,15,Low,Home internet plan,1,Mobile security,1,Home computer,1,"Cloud storage, IoT device support, Cloud backup",3,1,1,Low
4038-XRNFXU-8JL,Female,West Coast,Mega-City,25 to 34,Post Secondary,Yes,Crafts,9,No,53000,23.9,Married,3,27,2.25,Established,33.75,Moderate,48.5,47.75,Moderate,22,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,6,Moderate
7865-BNVTDE-9BH,Female,Southeast,Small,65 to 74,Some High School,Yes,Sales,10,Yes,14000,7.1,Married,2,72,6,Veteran,136.8,High,0,0,None,21,Moderate,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2,8,5,Moderate
0724-PVHYQY-ZJL,Male,Midwest,Small,65 to 74,Some High School,Yes,Service,24,Yes,23000,2.5,Married,2,57,4.75,Loyal,39.75,Moderate,0,0,None,26,Moderate,International plan,1,"Video streaming, Financial News streaming",2,No devices,0,Virtual assistant service,1,5,2,Moderate
1751-UGIABB-VW5,Female,West Coast,Mega-City,55 to 64,Post Secondary,Yes,Service,13,No,254000,4.3,Married,2,58,4.833333333,Loyal,76.8,High,43.5,42.8,Moderate,18,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support",2,7,6,Moderate
8669-KDTDDR-BQT,Male,Southwest,Small,18 to 24,Completed High School,Yes,Agriculture,1,No,15000,5.9,Married,5,11,0.916666667,Newcomer,12.3,Low,0,0,None,22,Moderate,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2,1,1,Low
3477-MMFWGS-GYL,Female,Southeast,Mega-City,25 to 34,Completed High School,Yes,Labor,8,No,24000,13.6,Married,4,39,3.25,Established,18.6,Low,0,0,None,25,Moderate,International plan,1,Financial News streaming,1,No devices,0,No devices,0,3,1,Low
1886-LXGDFC-QON,Female,Southeast,Medium,45 to 54,Post Secondary,No,Service,16,No,28000,5.6,Unmarried,1,11,0.916666667,Newcomer,19.8,Low,22.65,0,None,25,Moderate,Home internet plan,1,"Equipment, Smart home monitoring",2,"Home computer, Gaming console",2,No devices,0,3,4,Low
0515-HJKRYI-KB1,Male,Southwest,Small,65 to 74,Post Secondary,Yes,Labor,33,Yes,58000,2.8,Unmarried,1,72,6,Veteran,63.9,High,0,0,None,23,Moderate,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Smart device, Gaming console",3,No devices,0,7,2,Moderate
7820-OFHGFW-M5X,Male,Midwest,Large,45 to 54,Some High School,Yes,Professional,13,No,52000,13.7,Married,2,69,5.75,Veteran,81.3,High,0,0,None,20,Moderate,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,No devices,0,"Virtual assistant service, Cloud backup",2,8,2,Moderate
1618-FPIXBZ-90I,Female,West Coast,Mega-City,25 to 34,Post Secondary,Yes,Sales,0,No,23000,15,Married,5,54,4.5,Loyal,51.9,Moderate,0,0,None,18,Moderate,"International plan, Family plan",2,Financial News streaming,1,Gaming console,1,No devices,0,6,2,Moderate
2989-VXKRVE-HWL,Female,Northeast,Small,18 to 24,Completed High School,Yes,Service,0,No,22000,10.1,Married,5,36,3,Established,14.85,Low,0,0,None,22,Moderate,International plan,1,"Financial News streaming, Mobile security",2,Home computer,1,No devices,0,3,1,Low
9751-KKBDPN-CJG,Female,Southeast,Medium,18 to 24,Post Secondary,Yes,Service,0,No,20000,10.6,Unmarried,2,3,0.25,Newcomer,10.2,Low,0,27.7,Moderate,28,Moderate,"International plan, Wireless data plan, Home internet plan",3,"Video streaming, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, Virtual assistant service, Cloud backup",3,1,3,Moderate
2044-KFTKUB-YTV,Female,Midwest,Mega-City,18 to 24,Some High School,No,Service,2,No,33000,3.4,Married,5,36,3,Established,25.95,Low,0,0,None,14,Low,No plans,0,No subscriptions,0,No devices,0,No devices,0,2,1,Low
0238-TDKQMF-WVH,Male,West Coast,Small,45 to 54,Completed High School,Yes,Service,22,No,59000,7.4,Married,2,67,5.583333333,Veteran,55.2,High,0,0,None,22,Moderate,International plan,1,Financial News streaming,1,Home computer,1,No devices,0,7,2,Moderate
3841-PUTRMQ-6P3,Male,Northeast,Small,35 to 44,Post Secondary,Yes,Sales,3,No,52000,8,Unmarried,1,20,1.666666667,Emerging,24.75,Low,34.4,25.15,Moderate,20,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service",3,3,3,Moderate
5534-ERJQNY-GGA,Female,West Coast,Extra Large,35 to 44,Post Secondary,Yes,Professional,4,No,88000,2.1,Married,2,5,0.416666667,Newcomer,24.6,Low,29.05,0,None,17,Low,Home internet plan,1,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,Cloud storage,1,3,4,Low
9665-BSWFJD-TUL,Male,Northeast,Small,35 to 44,Some High School,No,Service,7,No,52000,13.6,Married,2,24,2,Emerging,15.3,Low,0,0,None,22,Moderate,No plans,0,No subscriptions,0,Smart device,1,No devices,0,2,1,Low
3988-VBWVBV-XMP,Female,West Coast,Mega-City,45 to 54,Post Secondary,Yes,Service,16,No,104000,9.8,Unmarried,2,41,3.416666667,Established,34.65,Moderate,44.45,35.25,Moderate,20,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming",4,"Home computer, Smart device",2,"Cloud storage, Cloud backup",2,5,6,Moderate
1886-KFBZJE-VSQ,Female,Northeast,Mega-City,25 to 34,Post Secondary,No,Sales,3,No,57000,12.7,Married,5,9,0.75,Newcomer,16.35,Low,0,0,None,15,Low,"Family plan, Home internet plan",2,No subscriptions,0,"Home computer, Gaming console",2,"Cloud storage, IoT device support, Cloud backup",3,3,4,Low
0132-MBDKOW-6I6,Female,Midwest,Large,65 to 74,Some High School,No,Sales,4,No,26000,14.3,Unmarried,1,39,3.25,Established,18.9,Low,0,0,None,29,Moderate,No plans,0,"Video streaming, Mobile security",2,No devices,0,Virtual assistant service,1,2,1,Low
8243-LXUTAO-4HW,Male,Southwest,Medium,35 to 44,Post Secondary,Yes,Sales,4,No,77000,9,Unmarried,1,42,3.5,Established,33.75,Moderate,0,39.05,Moderate,18,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,6,Moderate
1872-NNWTDW-A7N,Male,Southwest,Mega-City,45 to 54,No High School,Yes,Service,23,No,100000,21.6,Married,2,72,6,Veteran,77.85,High,0,0,None,16,Low,International plan,1,Financial News streaming,1,Smart device,1,No devices,0,8,2,Moderate
3253-BBWSOT-ZIX,Male,Southwest,Mega-City,35 to 44,Post Secondary,No,Sales,2,No,33000,8.6,Unmarried,1,60,5,Loyal,67.2,High,0,0,None,17,Low,"International plan, Family plan, Home internet plan",3,"Smart home monitoring, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,Virtual assistant service,1,7,2,Moderate
0205-CECTHW-Z15,Female,West Coast,Small,25 to 34,Post Secondary,No,Professional,1,No,21000,2.6,Unmarried,1,18,1.5,Emerging,21.75,Low,29.7,0,None,17,Low,"Family plan, Home internet plan",2,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console",3,No devices,0,3,4,Low
6120-ZYMAZH-14N,Male,Northeast,Small,55 to 64,Post Secondary,Yes,Professional,15,No,47000,0.5,Unmarried,2,33,2.75,Established,16.05,Low,0,0,None,16,Low,No plans,0,Video streaming,1,Smart device,1,No devices,0,2,1,Low
6856-FWZOYG-MSF,Female,West Coast,Large,18 to 24,Post Secondary,No,Sales,0,No,24000,2.3,Married,6,56,4.666666667,Loyal,102.75,High,0,0,None,20,Moderate,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Gaming console",2,"Virtual assistant service, Cloud backup",2,8,2,Moderate
3398-MLXGWI-AY9,Female,West Coast,Mega-City,55 to 64,Post Secondary,No,Labor,27,Yes,9000,21.7,Unmarried,1,57,4.75,Loyal,32.7,Moderate,0,0,None,0,Low,International plan,1,Financial News streaming,1,No devices,0,No devices,0,5,1,Low
3237-FGSMQY-QZY,Female,Northeast,Extra Large,55 to 64,Post Secondary,Yes,Professional,13,No,26000,6.1,Unmarried,1,56,4.666666667,Loyal,38.85,Moderate,42.8,0,None,12,Low,"International plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,3,Low
8524-HMQIXY-RZ0,Male,Southwest,Small,55 to 64,Post Secondary,Yes,Professional,7,No,66000,5.3,Married,2,38,3.166666667,Established,17.85,Low,54.7,56.6,High,23,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,6,Moderate
7520-CKUHCD-DHF,Female,Southwest,Mega-City,25 to 34,Post Secondary,Yes,Sales,3,No,26000,8.7,Married,3,21,1.75,Emerging,23.25,Low,24.8,0,None,19,Moderate,"Family plan, Home internet plan",2,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console",3,No devices,0,3,4,Low
1369-JQWTFW-L3G,Female,West Coast,Mega-City,55 to 64,Post Secondary,Yes,Sales,1,No,23000,12.1,Unmarried,1,25,2.083333333,Established,17.1,Low,0,0,None,16,Low,Home internet plan,1,Mobile security,1,Home computer,1,No devices,0,3,1,Low
2030-AJBYFE-SPO,Female,Midwest,Medium,65 to 74,Some High School,Yes,Labor,0,Yes,27000,10.7,Unmarried,1,69,5.75,Veteran,66.15,High,0,0,None,13,Low,International plan,1,Financial News streaming,1,No devices,0,No devices,0,7,2,Moderate
3583-ZQUSBL-FJ7,Male,Midwest,Extra Large,55 to 64,Post Secondary,Yes,Professional,12,No,38000,14.6,Unmarried,1,57,4.75,Loyal,38.55,Moderate,59.75,60.5,High,20,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Gaming console",2,"Cloud storage, Virtual assistant service, Cloud backup",3,5,6,Moderate
6510-WXCIOY-VTZ,Male,Southeast,Small,45 to 54,Some High School,Yes,Professional,10,No,40000,5.1,Unmarried,1,18,1.5,Emerging,17.7,Low,0,0,None,20,Moderate,No plans,0,No subscriptions,0,No devices,0,No devices,0,2,1,Low
5944-BIJLQS-DKM,Female,Northeast,Small,35 to 44,Post Secondary,Yes,Labor,6,No,160000,3.3,Unmarried,1,4,0.333333333,Newcomer,13.35,Low,23.3,0,None,21,Moderate,Home internet plan,1,Equipment,1,"Home computer, Gaming console",2,No devices,0,1,4,Low
2220-KLUIMT-QBI,Female,Northeast,Large,Over 75,Some High School,No,Crafts,30,Yes,10000,8,Married,2,70,5.833333333,Veteran,62.4,High,0,0,None,20,Moderate,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,Gaming console,1,"Virtual assistant service, Cloud backup",2,7,2,Moderate
6843-FOJIYT-48V,Male,Southeast,Medium,45 to 54,Some High School,No,Sales,11,No,41000,8.1,Unmarried,2,46,3.833333333,Loyal,47.4,Moderate,0,0,None,19,Moderate,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,"Smart device, Gaming console",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,6,3,Moderate
1812-MBNVEZ-RNM,Male,Southwest,Large,45 to 54,Completed High School,Yes,Labor,18,No,92000,22.8,Married,5,64,5.333333333,Veteran,24.3,Low,0,33.95,Moderate,20,Moderate,"International plan, Wireless data plan, Family plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Gaming console",2,"Cloud storage, Virtual assistant service, Cloud backup",3,3,6,Moderate
4443-MOYZPR-2GZ,Male,Southwest,Extra Large,45 to 54,Post Secondary,No,Agriculture,14,No,86000,13.9,Married,5,67,5.583333333,Veteran,104.1,High,0,0,None,25,Moderate,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,"Smart device, Gaming console",2,Virtual assistant service,1,8,2,Moderate
7173-AAMWZS-NR4,Female,Southwest,Extra Large,45 to 54,Post Secondary,Yes,Sales,5,No,27000,7.4,Married,2,30,2.5,Established,26.25,Low,35.4,0,None,29,Moderate,"International plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring, Financial News streaming",3,"Home computer, Smart device, Gaming console, Smart home device",4,Cloud storage,1,3,3,Low
5447-EQJKTY-EY1,Male,West Coast,Mega-City,25 to 34,Completed High School,No,Sales,1,No,17000,7.2,Married,2,19,1.583333333,Emerging,20.55,Low,47.2,36.2,Moderate,22,Moderate,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Smart home device",3,"Cloud storage, Virtual assistant service, Cloud backup",3,3,3,Moderate
